"Book Title","Author","ISBN","Rank","Week","x","y"
"HIDDEN ORDER","Brad Thor","9781476717098",20,132,3960,600
"THE CUCKOO'S CALLING","Robert Galbraith","9780316206846",1,131,3930,30
"THE REDEMPTION OF CALLIE AND KAYDEN","Jessica Sorensen",NA,2,131,3930,60
"COMPLETE ME","J Kenner","9780345545855",3,131,3930,90
"THREE LITTLE WORDS","Susan Mallery","9780373777785",4,131,3930,120
"INFERNO","Dan Brown","9780385537858",5,131,3930,150
"THE ENGLISH GIRL","Daniel Silva","9780062073167",6,131,3930,180
"JANE'S MELODY","Ryan Winfield",NA,7,131,3930,210
"AND THE MOUNTAINS ECHOED","Khaled Hosseini","9781594631764",8,131,3930,240
"MAGIC RISES","Ilona Andrews","9781937007584",9,131,3930,270
"GONE GIRL","Gillian Flynn","9780307588364",10,131,3930,300
"SECOND HONEYMOON","James Patterson and Howard Roughan","9780316211222",11,131,3930,330
"THE DARKEST CRAVING","Gena Showalter","9780373777754",12,131,3930,360
"HIDDEN ORDER","Brad Thor","9781476717098",13,131,3930,390
"THE HIGHWAY","C  J Box","9780312583200",14,131,3930,420
"THE SILENT WIFE","A S A Harrison","9780143123231",15,131,3930,450
"THE HUSBAND'S SECRET","Liane Moriarty","9780399159343",16,131,3930,480
"THE OCEAN AT THE END OF THE LANE","Neil Gaiman","9780062255655",17,131,3930,510
"THE CASUAL VACANCY","J K Rowling","9780316228534",18,131,3930,540
"ENDER'S GAME","Orson Scott Card","9780812550702",19,131,3930,570
"THE ARRANGEMENT 9: THE FERRO FAMILY","H M Ward","9780985547363",20,131,3930,600
"THE CUCKOO'S CALLING","Robert Galbraith","9780316206846",1,130,3900,30
"THE ENGLISH GIRL","Daniel Silva","9780062073167",2,130,3900,60
"INFERNO","Dan Brown","9780385537858",3,130,3900,90
"AND THE MOUNTAINS ECHOED","Khaled Hosseini","9781594631764",4,130,3900,120
"HIDDEN ORDER","Brad Thor","9781476717098",5,130,3900,150
"LIGHT OF THE WORLD","James Lee Burke","9781476710761",6,130,3900,180
"SECOND HONEYMOON","James Patterson and Howard Roughan","9780316211222",7,130,3900,210
"GONE GIRL","Gillian Flynn","9780307588364",8,130,3900,240
"THE WHITE PRINCESS","Philippa Gregory","9781451626094",9,130,3900,270
"PULSE","Gail McHugh",NA,10,130,3900,300
"THE SILENT WIFE","A S A Harrison","9780143123231",11,130,3900,330
"TIME FOR LOVE","Marie Force",NA,12,130,3900,360
"BOMBSHELL","Catherine Coulter","9780399157332",13,130,3900,390
"ENDER'S GAME","Orson Scott Card","9780812550702",14,130,3900,420
"FIRST SIGHT","Danielle Steel","9780385338301",15,130,3900,450
"THE OCEAN AT THE END OF THE LANE","Neil Gaiman","9780062255655",16,130,3900,480
"THE WITNESS","Sandra Brown","9781455546442",17,130,3900,510
"FEAR OF FALLING","SL Jennings",NA,18,130,3900,540
"THE CASUAL VACANCY","J K Rowling","9780316228534",19,130,3900,570
"BAD MONKEY","Carl Hiaasen","9780307272591",20,130,3900,600
"THE CUCKOO'S CALLING","Robert Galbraith","9780316206846",1,129,3870,30
"THE ENGLISH GIRL","Daniel Silva","9780062073167",2,129,3870,60
"FIRST SIGHT","Danielle Steel","9780385338301",3,129,3870,90
"INFERNO","Dan Brown","9780385537858",4,129,3870,120
"HUNTING EVE","Iris Johansen","9781250019998",5,129,3870,150
"SECOND HONEYMOON","James Patterson and Howard Roughan","9780316211222",6,129,3870,180
"HIDDEN ORDER","Brad Thor","9781476717098",7,129,3870,210
"AND THE MOUNTAINS ECHOED","Khaled Hosseini","9781594631764",8,129,3870,240
"PULSE","Gail McHugh",NA,9,129,3870,270
"GONE GIRL","Gillian Flynn","9780307588364",10,129,3870,300
"ALPHA BAD BOYS","Shayla Black and others",NA,11,129,3870,330
"BOMBSHELL","Catherine Coulter","9780399157332",12,129,3870,360
"LOST AND FOUND IN CEDAR COVE","Debbie Macomber",NA,13,129,3870,390
"THE OCEAN AT THE END OF THE LANE","Neil Gaiman","9780062255655",14,129,3870,420
"ENDER'S GAME","Orson Scott Card","9780812550702",15,129,3870,450
"ENTWINED WITH YOU","Sylvia Day","9780425263921",16,129,3870,480
"FRIGID","J Lynn","9781939392749",17,129,3870,510
"THE BILLIONAIRE'S OBSESSION","J S Scott","9781939962010",18,129,3870,540
"DEADLY STAKES","J A Jance","9781451628685",19,129,3870,570
"THE WITNESS","Sandra Brown","9781455546442",20,129,3870,600
"HIDDEN ORDER","Brad Thor","9781476717098",1,128,3840,30
"BOMBSHELL","Catherine Coulter","9780399157332",2,128,3840,60
"INFERNO","Dan Brown","9780385537858",3,128,3840,90
"SECOND HONEYMOON","James Patterson and Howard Roughan","9780316211222",4,128,3840,120
"AND THE MOUNTAINS ECHOED","Khaled Hosseini","9781594631764",5,128,3840,150
"A IS FOR ALIBI","Sue Grafton","9781429901345",6,128,3840,180
"LOSING HOPE","Colleen Hoover",NA,7,128,3840,210
"BEAUTIFUL BITCH","Christina Lauren","9781476751726",8,128,3840,240
"THE OCEAN AT THE END OF THE LANE","Neil Gaiman","9780062255655",9,128,3840,270
"FOUR IRRESISTIBLE ROGUES","Tanya Anne Cros, Danelle Harmon, Lauren Royal and Cynthia Wright",NA,10,128,3840,300
"GONE GIRL","Gillian Flynn","9780307588364",11,128,3840,330
"PULSE","Gail McHugh",NA,12,128,3840,360
"ENTWINED WITH YOU","Sylvia Day","9780425263921",13,128,3840,390
"WORLD WAR Z","Max Brooks","9780307346612",14,128,3840,420
"BAD MONKEY","Carl Hiaasen","9780307272591",15,128,3840,450
"THE HEIST","Janet Evanovich and Lee Goldberg","9780345543042",16,128,3840,480
"ENDER'S GAME","Orson Scott Card","9780812550702",17,128,3840,510
"THE BILLIONAIRE'S OBSESSION","J S Scott","9781939962010",18,128,3840,540
"SURRENDER YOUR LOVE","JC Reed",NA,19,128,3840,570
"THE WITNESS","Sandra Brown","9781455546442",20,128,3840,600
"INFERNO","Dan Brown","9780385537858",1,127,3810,30
"SECOND HONEYMOON","James Patterson and Howard Roughan","9780316211222",2,127,3810,60
"THIS MAN CONFESSED","Jodi Ellen Malpas","9781455578351",3,127,3810,90
"AND THE MOUNTAINS ECHOED","Khaled Hosseini","9781594631764",4,127,3810,120
"AFFLICTION","Laurell K Hamilton","9780425255704",5,127,3810,150
"UNSEEN","Karin Slaughter","9780345539472",6,127,3810,180
"THE OCEAN AT THE END OF THE LANE","Neil Gaiman","9780062255655",7,127,3810,210
"WORLD WAR Z","Max Brooks","9780307346612",8,127,3810,240
"ENTWINED WITH YOU","Sylvia Day","9780425263921",9,127,3810,270
"MACRIEVE","Kresley Cole","9781451649918",10,127,3810,300
"GONE GIRL","Gillian Flynn","9780307588364",11,127,3810,330
"THE HEIST","Janet Evanovich and Lee Goldberg","9780345543042",12,127,3810,360
"THE NEWCOMER","Ron Carr","9780778314523",13,127,3810,390
"BAD MONKEY","Carl Hiaasen","9780307272591",14,127,3810,420
"THE WITNESS","Sandra Brown","9781455546442",15,127,3810,450
"SURRENDER YOUR LOVE","JC Reed",NA,16,127,3810,480
"DAMAGED 2","H M Ward","9780985547349",17,127,3810,510
"THE BAT","Jo Nesbo","9780345807090",18,127,3810,540
"CONQUER YOUR LOVE","JC Reed",NA,19,127,3810,570
"BEAUTIFUL DAY","Elin Hilderbrand","9780316099783",20,127,3810,600
"SECOND HONEYMOON","James Patterson and Howard Roughan","9780316211222",1,126,3780,30
"DAMAGED 2","H M Ward","9780985547349",2,126,3780,60
"INFERNO","Dan Brown","9780385537858",3,126,3780,90
"THE NEWCOMER","Ron Carr","9780778314523",4,126,3780,120
"AND THE MOUNTAINS ECHOED","Khaled Hosseini","9781594631764",5,126,3780,150
"BEAUTIFUL DAY","Elin Hilderbrand","9780316099783",6,126,3780,180
"WORLD WAR Z","Max Brooks","9780307346612",7,126,3780,210
"THE EYE OF GOD","James Rollins","9780061784804",8,126,3780,240
"TWO OF A KIND","Susan Mallery","9780373777686",9,126,3780,270
"ENTWINED WITH YOU","Sylvia Day","9780425263921",10,126,3780,300
"THE OCEAN AT THE END OF THE LANE","Neil Gaiman","9780062255655",11,126,3780,330
"FORGED IN STEELE","Maya Banks","9780425263389",12,126,3780,360
"SURRENDER YOUR LOVE","JC Reed",NA,13,126,3780,390
"BAD MONKEY","Carl Hiaasen","9780307272591",14,126,3780,420
"THE WITNESS","Sandra Brown","9781455546442",15,126,3780,450
"GOTCHA!","Fern Michaels","9781420121483",16,126,3780,480
"THE HEIST","Janet Evanovich and Lee Goldberg","9780345543042",17,126,3780,510
"THE TAMING OF RYDER CAVANAUGH","Stephanie Laurens","9780062068651",18,126,3780,540
"CONQUER YOUR LOVE","JC Reed",NA,19,126,3780,570
"GONE GIRL","Gillian Flynn","9780307588364",20,126,3780,600
"INFERNO","Dan Brown","9780385537858",1,125,3750,30
"THE OCEAN AT THE END OF THE LANE","Neil Gaiman","9780062255655",2,125,3750,60
"AND THE MOUNTAINS ECHOED","Khaled Hosseini","9781594631764",3,125,3750,90
"THE HEIST","Janet Evanovich and Lee Goldberg","9780345543042",4,125,3750,120
"ENTWINED WITH YOU","Sylvia Day","9780425263921",5,125,3750,150
"WORLD WAR Z","Max Brooks","9780307346612",6,125,3750,180
"BAD MONKEY","Carl Hiaasen","9780307272591",7,125,3750,210
"SURRENDER YOUR LOVE","JC Reed",NA,8,125,3750,240
"CONQUER YOUR LOVE","JC Reed",NA,9,125,3750,270
"FOREVER TOO FAR","Abbi Glines","9780988301337",10,125,3750,300
"THE HIT","David Baldacci","9781455521210",11,125,3750,330
"A GAME OF THRONES","George RR Martin","9780553573404",12,125,3750,360
"THE 9TH GIRL","Tami Hoag","9780525952978",13,125,3750,390
"JOYLAND","Stephen King","9781781162644",14,125,3750,420
"GONE GIRL","Gillian Flynn","9780307588364",15,125,3750,450
"THE LINCOLN LAWYER","Michael Connelly","9780446616454",16,125,3750,480
"THE SILVER STAR","Jeannette Walls","9781451661507",17,125,3750,510
"REVENGE WEARS PRADA","Lauren Weisberger","9781439136638",18,125,3750,540
"THE LAST ORIGINAL WIFE","Dorothea Benton Frank","9780062132468",19,125,3750,570
"THE LIGHT BETWEEN OCEANS","M L Stedman","9781451681734",20,125,3750,600
"INFERNO","Dan Brown","9780385537858",1,124,3720,30
"ENTWINED WITH YOU","Sylvia Day","9780425263921",2,124,3720,60
"AND THE MOUNTAINS ECHOED","Khaled Hosseini","9781594631764",3,124,3720,90
"FOREVER TOO FAR","Abbi Glines","9780988301337",4,124,3720,120
"BAD MONKEY","Carl Hiaasen","9780307272591",5,124,3720,150
"A GAME OF THRONES","George RR Martin","9780553573404",6,124,3720,180
"JOYLAND","Stephen King","9781781162644",7,124,3720,210
"THE SILVER STAR","Jeannette Walls","9781451661507",8,124,3720,240
"WORLD WAR Z","Max Brooks","9780307346612",9,124,3720,270
"CONQUER YOUR LOVE","JC Reed",NA,10,124,3720,300
"THE KING'S DECEPTION","Steve Berry","9780345526540",11,124,3720,330
"THE HIT","David Baldacci","9781455521210",12,124,3720,360
"THE LAST ORIGINAL WIFE","Dorothea Benton Frank","9780062132468",13,124,3720,390
"REVENGE WEARS PRADA","Lauren Weisberger","9781439136638",14,124,3720,420
"GONE GIRL","Gillian Flynn","9780307588364",15,124,3720,450
"THE EYE OF MOLOCH","Glenn Beck","9781451635836",16,124,3720,480
"THE KILL ROOM","Jeffery Deaver","9781455517060",17,124,3720,510
"SURRENDER YOUR LOVE","JC Reed",NA,18,124,3720,540
"12TH OF NEVER","James Patterson and Maxine Paetro","9780316210829",19,124,3720,570
"SILKEN PREY","John Sandford","9780399159312",20,124,3720,600
"ENTWINED WITH YOU","Sylvia Day","9780425263921",1,123,3690,30
"INFERNO","Dan Brown","9780385537858",2,123,3690,60
"AND THE MOUNTAINS ECHOED","Khaled Hosseini","9781594631764",3,123,3690,90
"JOYLAND","Stephen King","9781781162644",4,123,3690,120
"REVENGE WEARS PRADA","Lauren Weisberger","9781439136638",5,123,3690,150
"WORLD WAR Z","Max Brooks","9780307346612",6,123,3690,180
"THE HIT","David Baldacci","9781455521210",7,123,3690,210
"A GAME OF THRONES","George RR Martin","9780553573404",8,123,3690,240
"THE KILL ROOM","Jeffery Deaver","9781455517060",9,123,3690,270
"BEAUTY FROM SURRENDER","Georgia Cates","9781628470352",10,123,3690,300
"SILKEN PREY","John Sandford","9780399159312",11,123,3690,330
"LADIES' NIGHT","Mary Kay Andrews","9781250019677",12,123,3690,360
"GONE GIRL","Gillian Flynn","9780307588364",13,123,3690,390
"12TH OF NEVER","James Patterson and Maxine Paetro","9780316210829",14,123,3690,420
"A WANTED MAN","Lee Child","9780385344333",15,123,3690,450
"WHISKEY BEACH","Nora Roberts","9780399159893",16,123,3690,480
"SEA GLASS ISLAND","Sherryl Woods","9780778314462",17,123,3690,510
"ZERO HOUR","Clive Cussler and Graham Brown","9780399162503",18,123,3690,540
"ENDER'S GAME","Orson Scott Card","9780812550702",19,123,3690,570
"THE LIGHT BETWEEN OCEANS","M L Stedman","9781451681734",20,123,3690,600
"INFERNO","Dan Brown","9780385537858",1,122,3660,30
"AND THE MOUNTAINS ECHOED","Khaled Hosseini","9781594631764",2,122,3660,60
"THE HIT","David Baldacci","9781455521210",3,122,3660,90
"DEEPLY ODD","Dean Koontz","9780553807738",4,122,3660,120
"THE FOREVER OF ELLA AND MICHA","Jessica Sorensen",NA,5,122,3660,150
"ZERO HOUR","Clive Cussler and Graham Brown","9780399162503",6,122,3660,180
"WORLD WAR Z","Max Brooks","9780307346612",7,122,3660,210
"SEA GLASS ISLAND","Sherryl Woods","9780778314462",8,122,3660,240
"SILKEN PREY","John Sandford","9780399159312",9,122,3660,270
"12TH OF NEVER","James Patterson and Maxine Paetro","9780316210829",10,122,3660,300
"BEAUTY FROM SURRENDER","Georgia Cates","9781628470352",11,122,3660,330
"LEOPARD'S PREY","Christine Feehan","9780515151558",12,122,3660,360
"A DIFFERENT BLUE","Amy Harmon",NA,13,122,3660,390
"WHISKEY BEACH","Nora Roberts","9780399159893",14,122,3660,420
"ENDER'S GAME","Orson Scott Card","9780812550702",15,122,3660,450
"GONE GIRL","Gillian Flynn","9780307588364",16,122,3660,480
"PROS AND CONS","Janet Evanovich and Lee Goldberg",NA,17,122,3660,510
"A WANTED MAN","Lee Child","9780385344333",18,122,3660,540
"DEAD EVER AFTER","Charlaine Harris","9781937007881",19,122,3660,570
"JUST ONE KISS","Susan Mallery","9780373777600",20,122,3660,600
"INFERNO","Dan Brown","9780385537858",1,121,3630,30
"AND THE MOUNTAINS ECHOED","Khaled Hosseini","9781594631764",2,121,3630,60
"THE HIT","David Baldacci","9781455521210",3,121,3630,90
"12TH OF NEVER","James Patterson and Maxine Paetro","9780316210829",4,121,3630,120
"DON'T SAY A WORD","Barbara Freethy","9780983651727",5,121,3630,150
"SILKEN PREY","John Sandford","9780399159312",6,121,3630,180
"DEAD EVER AFTER","Charlaine Harris","9781937007881",7,121,3630,210
"WHISKEY BEACH","Nora Roberts","9780399159893",8,121,3630,240
"BINDING AGREEMENT","Kyra Davis",NA,9,121,3630,270
"ENDER'S GAME","Orson Scott Card","9780812550702",10,121,3630,300
"GONE GIRL","Gillian Flynn","9780307588364",11,121,3630,330
"THE LIGHT BETWEEN OCEANS","M L Stedman","9781451681734",12,121,3630,360
"WOOL OMNIBUS EDITION","Hugh Howey",NA,13,121,3630,390
"WORLD WAR Z","Max Brooks","9780307346612",14,121,3630,420
"TANGLED","Emma Chase",NA,15,121,3630,450
"THE WEDNESDAY SISTERS","Meg Waite Clayton","9780345507846",16,121,3630,480
"PIECES OF YOU","Cassia Leo",NA,17,121,3630,510
"STEALING HARPER","Molly McAdams",NA,18,121,3630,540
"FRENCH SILK","Sandra Brown","9781455546312",19,121,3630,570
"A GAME OF THRONES","George RR Martin","9780553573404",20,121,3630,600
"INFERNO","Dan Brown","9780385537858",1,120,3600,30
"THE HIT","David Baldacci","9781455521210",2,120,3600,60
"EYES WIDE OPEN","Raine Miller",NA,3,120,3600,90
"12TH OF NEVER","James Patterson and Maxine Paetro","9780316210829",4,120,3600,120
"DEAD EVER AFTER","Charlaine Harris","9781937007881",5,120,3600,150
"SILKEN PREY","John Sandford","9780399159312",6,120,3600,180
"WHISKEY BEACH","Nora Roberts","9780399159893",7,120,3600,210
"DON'T SAY A WORD","Barbara Freethy","9780983651727",8,120,3600,240
"GONE GIRL","Gillian Flynn","9780307588364",9,120,3600,270
"THE BET","Rachel Van Dyken","9780989078313",10,120,3600,300
"THE ARRANGEMENT 7","HM Ward",NA,11,120,3600,330
"THE SILVER LININGS PLAYBOOK","Matthew Quick","9780374532284",12,120,3600,360
"ENDER'S GAME","Orson Scott Card","9780812550702",13,120,3600,390
"LEFT TO DIE","Lisa Jackson","9781420106343",14,120,3600,420
"FIFTY SHADES OF GREY","E L James","9781612130286",15,120,3600,450
"UNTIL I BREAK","M Leighton",NA,16,120,3600,480
"A GAME OF THRONES","George RR Martin","9780553573404",17,120,3600,510
"SAFE HAVEN","Nicholas Sparks","9780446547598",18,120,3600,540
"FIFTY SHADES DARKER","E L James","9781612130590",19,120,3600,570
"FRENCH SILK","Sandra Brown","9781455546312",20,120,3600,600
"DEAD EVER AFTER","Charlaine Harris","9781937007881",1,119,3570,30
"SILKEN PREY","John Sandford","9780399159312",2,119,3570,60
"THE HIT","David Baldacci","9781455521210",3,119,3570,90
"12TH OF NEVER","James Patterson and Maxine Paetro","9780316210829",4,119,3570,120
"WHISKEY BEACH","Nora Roberts","9780399159893",5,119,3570,150
"THE BET","Rachel Van Dyken","9780989078313",6,119,3570,180
"A STEP OF FAITH","Richard Paul Evans","9781451628296",7,119,3570,210
"THE ORACLE GLASS","Judith Merkle Riley",NA,8,119,3570,240
"A DELICATE TRUTH","John le Carre","9780670014897",9,119,3570,270
"GONE GIRL","Gillian Flynn","9780307588364",10,119,3570,300
"DON'T SAY A WORD","Barbara Freethy","9780983651727",11,119,3570,330
"THE SILVER LININGS PLAYBOOK","Matthew Quick","9780374532284",12,119,3570,360
"ENDER'S GAME","Orson Scott Card","9780812550702",13,119,3570,390
"DOWN LONDON ROAD","Samantha Young","9780451419712",14,119,3570,420
"THE MAGICIAN'S ASSISTANT","Ann Patchett","9780547548791",15,119,3570,450
"REAL","Katy Evans",NA,16,119,3570,480
"FIFTY SHADES OF GREY","E L James","9781612130286",17,119,3570,510
"DADDY'S GONE A HUNTING","Mary Higgins Clark","9781451668940",18,119,3570,540
"FLY AWAY","Kristin Hannah","9780312577216",19,119,3570,570
"A GAME OF THRONES","George RR Martin","9780553573404",20,119,3570,600
"12TH OF NEVER","James Patterson and Maxine Paetro","9780316210829",1,118,3540,30
"THE HIT","David Baldacci","9781455521210",2,118,3540,60
"BEST KEPT SECRET","Jeffrey Archer","9781250000989",3,118,3540,90
"WHISKEY BEACH","Nora Roberts","9780399159893",4,118,3540,120
"WIND CHIME POINT","Sherryl Woods","9780778314424",5,118,3540,150
"MOON","Laurann Dohner",NA,6,118,3540,180
"DAMAGED","H M Ward","9780985547325",7,118,3540,210
"THE BET","Rachel Van Dyken","9780989078313",8,118,3540,240
"A PRAYER FOR OWEN MEANY","John Irving","9780062204103",9,118,3540,270
"THIS GIRL","Colleen Hoover","9781476746548",10,118,3540,300
"HALFWAY THERE","Susan Mallery",NA,11,118,3540,330
"TWISTED PERFECTION","Abbi Glines","9780988301320",12,118,3540,360
"REAL","Katy Evans",NA,13,118,3540,390
"GONE GIRL","Gillian Flynn","9780307588364",14,118,3540,420
"THE SILVER LININGS PLAYBOOK","Matthew Quick","9780374532284",15,118,3540,450
"NOS4A2","Joe Hill","9780062200570",16,118,3540,480
"FLY AWAY","Kristin Hannah","9780312577216",17,118,3540,510
"BARE IT ALL","Lori Foster","9780373777617",18,118,3540,540
"THE APPLE ORCHARD","Susan Wiggs","9780778314936",19,118,3540,570
"DADDY'S GONE A HUNTING","Mary Higgins Clark","9781451668940",20,118,3540,600
"THE HIT","David Baldacci","9781455521210",1,117,3510,30
"CLAIM ME","J Kenner","9780345545831",2,117,3510,60
"FLY AWAY","Kristin Hannah","9780312577216",3,117,3510,90
"DAMAGED","H M Ward","9780985547325",4,117,3510,120
"WHISKEY BEACH","Nora Roberts","9780399159893",5,117,3510,150
"TWISTED PERFECTION","Abbi Glines","9780988301320",6,117,3510,180
"THE BET","Rachel Van Dyken","9780989078313",7,117,3510,210
"WEDDING NIGHT","Sophie Kinsella","9780812993844",8,117,3510,240
"THE MYSTERY WOMAN","Amanda Quick","9780399159091",9,117,3510,270
"REAL","Katy Evans",NA,10,117,3510,300
"GONE GIRL","Gillian Flynn","9780307588364",11,117,3510,330
"SIX YEARS","Harlan Coben","9780525953487",12,117,3510,360
"DADDY'S GONE A HUNTING","Mary Higgins Clark","9781451668940",13,117,3510,390
"PARIS","Edward Rutherfurd","9780385535304",14,117,3510,420
"BONES ARE FOREVER","Kathy Reichs","9781439102435",15,117,3510,450
"ALEX CROSS, RUN","James Patterson","9780316097512",16,117,3510,480
"LIFE AFTER LIFE","Kate Atkinson","9780316176484",17,117,3510,510
"THE STORYTELLER","Jodi Picoult","9781439102763",18,117,3510,540
"DON'T SAY A WORD","Barbara Freethy","9780983651727",19,117,3510,570
"THE BURGESS BOYS","Elizabeth Strout","9781400067688",20,117,3510,600
"WHISKEY BEACH","Nora Roberts","9780399159893",1,116,3480,30
"DAMAGED","H M Ward","9780985547325",2,116,3480,60
"TAKING EVE","Iris Johansen","9781250019981",3,116,3480,90
"THE BET","Rachel Van Dyken","9780989078313",4,116,3480,120
"REAL","Katy Evans",NA,5,116,3480,150
"BEAUTIFUL STRANGER","Christina Lauren","9781476731544",6,116,3480,180
"SIX YEARS","Harlan Coben","9780525953487",7,116,3480,210
"GONE GIRL","Gillian Flynn","9780307588364",8,116,3480,240
"DADDY'S GONE A HUNTING","Mary Higgins Clark","9781451668940",9,116,3480,270
"THE WANDERER","Ron Carr","9780778314479",10,116,3480,300
"ALEX CROSS, RUN","James Patterson","9780316097512",11,116,3480,330
"SAY YOU'RE SORRY","Michael Robotham","9780316221252",12,116,3480,360
"THE BLACK BOX","Michael Connelly","9780316069434",13,116,3480,390
"THE FORGOTTEN","David Baldacci","9780446573054",14,116,3480,420
"LIFE AFTER LIFE","Kate Atkinson","9780316176484",15,116,3480,450
"THE STORYTELLER","Jodi Picoult","9781439102763",16,116,3480,480
"THE SILVER LININGS PLAYBOOK","Matthew Quick","9780374532284",17,116,3480,510
"THE BURGESS BOYS","Elizabeth Strout","9781400067688",18,116,3480,540
"UNINTENDED CONSEQUENCES","Stuart Woods","9780399159879",19,116,3480,570
"FIFTY SHADES OF GREY","E L James","9781612130286",20,116,3480,600
"THE BET","Rachel Van Dyken","9780989078313",1,115,3450,30
"DADDY'S GONE A HUNTING","Mary Higgins Clark","9781451668940",2,115,3450,60
"UNINTENDED CONSEQUENCES","Stuart Woods","9780399159879",3,115,3450,90
"SIX YEARS","Harlan Coben","9780525953487",4,115,3450,120
"DON'T GO","Lisa Scottoline","9781250010070",5,115,3450,150
"DAMAGED","H M Ward","9780985547325",6,115,3450,180
"LIFE AFTER LIFE","Kate Atkinson","9780316176484",7,115,3450,210
"A MEMORY OF LIGHT","Robert Jordan and Brandon Sanderson","9780765325952",8,115,3450,240
"FALLING INTO YOU","Jasinda Wilder",NA,9,115,3450,270
"THE STORYTELLER","Jodi Picoult","9781439102763",10,115,3450,300
"GONE GIRL","Gillian Flynn","9780307588364",11,115,3450,330
"FEVER","Maya Banks","9780425267066",12,115,3450,360
"ALEX CROSS, RUN","James Patterson","9780316097512",13,115,3450,390
"THE WANDERER","Ron Carr","9780778314479",14,115,3450,420
"WALKING DISASTER","Jamie McGuire","9781476712987",15,115,3450,450
"THE BURGESS BOYS","Elizabeth Strout","9781400067688",16,115,3450,480
"THE FORGOTTEN","David Baldacci","9780446573054",17,115,3450,510
"THE SILVER LININGS PLAYBOOK","Matthew Quick","9780374532284",18,115,3450,540
"THE HOST","Stephenie Meyer","9780316068055",19,115,3450,570
"THE SHADOWY HORSES","Susanna Kearsley",NA,20,115,3450,600
"WALKING DISASTER","Jamie McGuire","9781476712987",1,114,3420,30
"FEVER","Maya Banks","9780425267066",2,114,3420,60
"STARTING NOW","Debbie Macomber","9780345528810",3,114,3420,90
"SIX YEARS","Harlan Coben","9780525953487",4,114,3420,120
"THE HOST","Stephenie Meyer","9780316068055",5,114,3420,150
"LIFE AFTER LIFE","Kate Atkinson","9780316176484",6,114,3420,180
"THE STORYTELLER","Jodi Picoult","9781439102763",7,114,3420,210
"FALLING INTO YOU","Jasinda Wilder",NA,8,114,3420,240
"GONE GIRL","Gillian Flynn","9780307588364",9,114,3420,270
"ALEX CROSS, RUN","James Patterson","9780316097512",10,114,3420,300
"TO DIE FOR","Jana DeLeon and others",NA,11,114,3420,330
"THE BURGESS BOYS","Elizabeth Strout","9781400067688",12,114,3420,360
"OWN THE WIND","Kristen Ashley",NA,13,114,3420,390
"THE WANDERER","Ron Carr","9780778314479",14,114,3420,420
"THE FORGOTTEN","David Baldacci","9780446573054",15,114,3420,450
"THE BET","Rachel Van Dyken","9780989078313",16,114,3420,480
"THE STRANGER","Kyra Davis","9781476711102",17,114,3420,510
"MUSIC OF THE HEART","Katie Ashley",NA,18,114,3420,540
"LOVER AT LAST","J R Ward","9780451239358",19,114,3420,570
"FIFTY SHADES OF GREY","E L James","9781612130286",20,114,3420,600
"LOVER AT LAST","J R Ward","9780451239358",1,113,3390,30
"THE HOST","Stephenie Meyer","9780316068055",2,113,3390,60
"SIX YEARS","Harlan Coben","9780525953487",3,113,3390,90
"THE WANDERER","Ron Carr","9780778314479",4,113,3390,120
"TWICE TEMPTED","Jeaniene Frost","9780062076106",5,113,3390,150
"FALLING INTO YOU","Jasinda Wilder",NA,6,113,3390,180
"THE BURGESS BOYS","Elizabeth Strout","9781400067688",7,113,3390,210
"THE STORYTELLER","Jodi Picoult","9781439102763",8,113,3390,240
"ALEX CROSS, RUN","James Patterson","9780316097512",9,113,3390,270
"GONE GIRL","Gillian Flynn","9780307588364",10,113,3390,300
"THREE SISTERS","Susan Mallery","9780778314349",11,113,3390,330
"SAND CASTLE BAY","Sherryl Woods","9780778314363",12,113,3390,360
"WAIT FOR YOU","J Lynn","9780988982901",13,113,3390,390
"THE EDGE OF NEVER","JA Redmerski",NA,14,113,3390,420
"LEAVING EVERYTHING MOST LOVED","Jacqueline Winspear","9780062049605",15,113,3390,450
"AND THEN SHE FELL","Stephanie Laurens","9780062068644",16,113,3390,480
"A WEEK IN WINTER","Maeve Binchy","9780307273574",17,113,3390,510
"SURRENDER YOUR LOVE","JC Reed",NA,18,113,3390,540
"SAFE HAVEN","Nicholas Sparks","9780446547598",19,113,3390,570
"THE STRANGER","Kyra Davis","9781476711102",20,113,3390,600
"SIX YEARS","Harlan Coben","9780525953487",1,112,3360,30
"WAIT FOR YOU","J Lynn","9780988982901",2,112,3360,60
"THE STORYTELLER","Jodi Picoult","9781439102763",3,112,3360,90
"EXPOSED","Kyra Davis",NA,4,112,3360,120
"ALEX CROSS, RUN","James Patterson","9780316097512",5,112,3360,150
"GONE GIRL","Gillian Flynn","9780307588364",6,112,3360,180
"A WEEK IN WINTER","Maeve Binchy","9780307273574",7,112,3360,210
"FALLING INTO YOU","Jasinda Wilder",NA,8,112,3360,240
"THREE SISTERS","Susan Mallery","9780778314349",9,112,3360,270
"THE HOST","Stephenie Meyer","9780316068055",10,112,3360,300
"SAFE HAVEN","Nicholas Sparks","9780446547598",11,112,3360,330
"THE STRANGER","Kyra Davis","9781476711102",12,112,3360,360
"SURRENDER YOUR LOVE","JC Reed",NA,13,112,3360,390
"FIFTY SHADES OF GREY","E L James","9781612130286",14,112,3360,420
